4, 0.998414361703, 0.227299864315, 0.857245854362, 0.764601177018
4, 0.454682890619, 0.189349253731, 0.407354001442, 0.50071143615
0, 0.607484227586, 0.108712686567, 0.71160778659, 0.696704638889
0, 0.254832665529, 0.425373134328, 0.255948089402, 0.287766519378
0, 0.291781881032, 0.0214925373134, 0.0, 0.0
0, 0.00671093502263, 0.211940298507, 0.0, 0.0267207471241
0, 0.661269698267, 0.0528540968626, 0.563806777217, 0.528847491499
4, 0.609316201406, 0.0498134328358, 0.0, 0.164373948597
0, 0.438344705633, 0.00398009950249, 0.0, 0.0371278777175
0, 0.406912806578, 0.00179104477612, 0.0, 0.0188787887289
0, 0.136442420326, 0.0, 0.0, 0.0167811455368
0, 0.0707161909437, 0.422089552239, 0.129776496035, 0.079957222852
0, 0.623144679225, 0.0295549942595, 0.739005046864, 0.538457603967
0, 0.558208811601, 0.0352914001421, 0.625090122567, 0.551058392048
0, 0.424271638143, 0.0141315401017, 0.245133381399, 0.242562943416
0, 0.0, 0.304975124378, 0.407354001442, 0.264706866563
0, 0.236672493725, 0.0627529021559, 0.407354001442, 0.346134010078
0, 0.563144856019, 0.0379774596406, 0.266762797404, 0.339034541193
4, 0.93884111205, 0.0710883084577, 1.0, 0.758987239566
0, 1.0, 0.050847761194, 0.412400865177, 0.368829131286
0, 0.709869222098, 0.0436176261549, 0.879596250901, 0.686595740794
4, 0.276289717769, 1.0, 0.167267483778, 0.221678740244
0, 0.728661951279, 0.0538029850746, 0.542177361211, 0.461627155151
0, 0.600169140656, 0.103582089552, 0.282624369142, 0.36480442248
0, 0.365745555612, 0.227263681592, 0.304253785148, 0.298607969478
4, 0.75742147057, 0.136053067993, 0.926530314687, 1.0
4, 0.342582600076, 0.199988059701, 0.461427541456, 0.496450201648
